TERYT Gminy,Gmina,Powiat,Województwo,Liczba komisji,Liczba uwzględnionych komisji,Komisja otrzymała kart do głosowania,Liczba wyborców uprawnionych do głosowania,Nie wykorzystano kart do głosowania,"Liczba wyborców, którym wydano karty do głosowania w lokalu wyborczym","Liczba wyborców, którym wysłano pakiety wyborcze","Liczba wyborców, którym wydano karty do głosowania w lokalu wyborczym oraz w głosowaniu korespondencyjnym (łącznie)",Liczba wyborców głosujących przez pełnomocnika,Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania,Liczba otrzymanych kopert zwrotnych,"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu","Liczba kopert zwrotnych, w których oświadczenie nie było podpisane","Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania","Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania",Liczba kopert na kartę do głosowania wrzuconych do urny,Liczba kart wyjętych z urny,W tym liczba kart wyjętych z kopert na kartę do głosowania,Liczba kart nieważnych,Liczba kart ważnych,Liczba głosów nieważnych,W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów,W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata,W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata,Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów,NAWROCKI Karol Tadeusz,TRZASKOWSKI Rafał Kazimierz
21504,gm. Oława,oławski,dolnośląskie,15,15,11700.0,11942.0,2997.0,8703.0,1.0,8704.0,14.0,127.0,1.0,0.0,0.0,0.0,0.0,1.0,8704.0,1.0,0.0,8704.0,88.0,57.0,31.0,0.0,8616.0,4755.0,3861.0
21601,gm. Chocianów,polkowicki,dolnośląskie,11,11,9178.0,9306.0,2722.0,6455.0,0.0,6455.0,15.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,6455.0,0.0,0.0,6455.0,52.0,25.0,27.0,0.0,6403.0,4325.0,2078.0
21602,gm. Gaworzyce,polkowicki,dolnośląskie,5,5,2773.0,2810.0,835.0,1938.0,0.0,1938.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1938.0,0.0,0.0,1938.0,16.0,6.0,10.0,0.0,1922.0,1320.0,602.0
21603,gm. Grębocice,polkowicki,dolnośląskie,6,6,4017.0,4090.0,1337.0,2680.0,0.0,2680.0,10.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,2680.0,0.0,0.0,2680.0,15.0,7.0,8.0,0.0,2665.0,1800.0,865.0
21604,gm. Polkowice,polkowicki,dolnośląskie,16,16,18997.0,19112.0,5718.0,13278.0,0.0,13278.0,22.0,356.0,0.0,0.0,0.0,0.0,0.0,0.0,13278.0,0.0,2.0,13276.0,120.0,66.0,54.0,0.0,13156.0,7614.0,5542.0
21605,gm. Przemków,polkowicki,dolnośląskie,9,9,5879.0,5876.0,2112.0,3767.0,0.0,3767.0,13.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,3767.0,0.0,0.0,3767.0,39.0,18.0,21.0,0.0,3728.0,2339.0,1389.0
21606,gm. Radwanice,polkowicki,dolnośląskie,5,5,3765.0,3871.0,1074.0,2691.0,0.0,2691.0,9.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,2691.0,0.0,0.0,2691.0,18.0,12.0,6.0,0.0,2673.0,1687.0,986.0
21701,gm. Borów,strzeliński,dolnośląskie,4,4,3983.0,4000.0,1186.0,2796.0,4.0,2800.0,4.0,29.0,4.0,0.0,0.0,0.0,0.0,4.0,2801.0,4.0,0.0,2801.0,18.0,13.0,5.0,0.0,2783.0,1822.0,961.0
21702,gm. Kondratowice,strzeliński,dolnośląskie,7,7,3190.0,3210.0,1120.0,2070.0,0.0,2070.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2070.0,0.0,0.0,2070.0,21.0,10.0,11.0,0.0,2049.0,1315.0,734.0
21703,gm. Przeworno,strzeliński,dolnośląskie,9,9,3569.0,3612.0,1167.0,2402.0,1.0,2403.0,9.0,39.0,1.0,0.0,0.0,0.0,0.0,1.0,2403.0,1.0,0.0,2403.0,16.0,9.0,7.0,0.0,2387.0,1557.0,830.0
21704,gm. Strzelin,strzeliński,dolnośląskie,22,22,16972.0,17322.0,4944.0,12029.0,4.0,12033.0,30.0,217.0,4.0,0.0,0.0,0.0,0.0,4.0,12030.0,4.0,1.0,12029.0,104.0,57.0,47.0,0.0,11925.0,5690.0,6235.0
21705,gm. Wiązów,strzeliński,dolnośląskie,8,8,5290.0,5370.0,1728.0,3562.0,0.0,3562.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,3561.0,0.0,0.0,3561.0,33.0,17.0,16.0,0.0,3528.0,2377.0,1151.0
21801,gm. Kostomłoty,średzki,dolnośląskie,7,7,5345.0,5489.0,1649.0,3696.0,0.0,3696.0,6.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,3696.0,0.0,0.0,3696.0,46.0,27.0,19.0,0.0,3650.0,2293.0,1357.0
21802,gm. Malczyce,średzki,dolnośląskie,8,8,4307.0,4350.0,1398.0,2909.0,0.0,2909.0,5.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,2909.0,0.0,0.0,2909.0,31.0,21.0,10.0,0.0,2878.0,1728.0,1150.0
21803,gm. Miękinia,średzki,dolnośląskie,13,13,14563.0,15674.0,2500.0,12063.0,4.0,12067.0,12.0,204.0,4.0,0.0,0.0,0.0,0.0,4.0,12066.0,3.0,0.0,12066.0,110.0,69.0,41.0,0.0,11956.0,5123.0,6833.0
21804,gm. Środa Śląska,średzki,dolnośląskie,27,27,14613.0,14953.0,4279.0,10334.0,2.0,10336.0,18.0,240.0,2.0,0.0,0.0,0.0,0.0,2.0,10336.0,2.0,0.0,10336.0,78.0,41.0,37.0,0.0,10258.0,5245.0,5013.0
21805,gm. Udanin,średzki,dolnośląskie,4,4,3807.0,3856.0,1197.0,2610.0,0.0,2610.0,3.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,2610.0,0.0,0.0,2610.0,26.0,17.0,9.0,0.0,2584.0,1748.0,836.0
21901,m. Świdnica,świdnicki,dolnośląskie,25,25,39211.0,39403.0,11519.0,27692.0,23.0,27715.0,53.0,488.0,23.0,2.0,0.0,0.0,0.0,21.0,27711.0,21.0,4.0,27707.0,284.0,135.0,149.0,0.0,27423.0,10749.0,16674.0
21902,m. Świebodzice,świdnicki,dolnośląskie,16,16,16097.0,16207.0,5322.0,10775.0,1.0,10776.0,30.0,140.0,1.0,0.0,0.0,0.0,0.0,1.0,10776.0,1.0,0.0,10776.0,97.0,33.0,64.0,0.0,10679.0,4623.0,6056.0
21903,gm. Dobromierz,świdnicki,dolnośląskie,10,10,3750.0,3788.0,1290.0,2460.0,1.0,2461.0,2.0,53.0,1.0,0.0,0.0,0.0,0.0,1.0,2461.0,1.0,0.0,2461.0,23.0,12.0,11.0,0.0,2438.0,1439.0,999.0
21904,gm. Jaworzyna Śląska,świdnicki,dolnośląskie,13,13,7558.0,7688.0,2698.0,4860.0,1.0,4861.0,15.0,34.0,1.0,0.0,0.0,0.0,0.0,1.0,4861.0,1.0,0.0,4861.0,36.0,18.0,18.0,0.0,4825.0,2588.0,2237.0
21905,gm. Marcinowice,świdnicki,dolnośląskie,13,13,4908.0,5010.0,1389.0,3519.0,1.0,3520.0,4.0,35.0,1.0,0.0,0.0,0.0,0.0,1.0,3520.0,1.0,0.0,3520.0,41.0,23.0,18.0,0.0,3479.0,2088.0,1391.0
21906,gm. Strzegom,świdnicki,dolnośląskie,29,29,18434.0,18422.0,6288.0,12144.0,1.0,12145.0,37.0,149.0,1.0,0.0,0.0,0.0,0.0,1.0,12146.0,1.0,0.0,12146.0,108.0,60.0,48.0,0.0,12038.0,6386.0,5652.0
21907,gm. Świdnica,świdnicki,dolnośląskie,16,16,13202.0,13444.0,3872.0,9328.0,1.0,9329.0,8.0,169.0,1.0,0.0,0.0,0.0,0.0,1.0,9331.0,1.0,0.0,9331.0,78.0,40.0,38.0,0.0,9253.0,4406.0,4847.0
21908,gm. Żarów,świdnicki,dolnośląskie,15,15,9203.0,9212.0,3139.0,6064.0,0.0,6064.0,10.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,6063.0,0.0,0.0,6063.0,56.0,25.0,31.0,0.0,6007.0,3138.0,2869.0
22001,gm. Oborniki Śląskie,trzebnicki,dolnośląskie,25,25,15930.0,16156.0,3872.0,12058.0,4.0,12062.0,21.0,250.0,4.0,0.0,0.0,0.0,0.0,4.0,12061.0,4.0,0.0,12061.0,123.0,70.0,53.0,0.0,11938.0,5487.0,6451.0
22002,gm. Prusice,trzebnicki,dolnośląskie,13,13,7078.0,7229.0,2177.0,4900.0,0.0,4900.0,4.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,4900.0,0.0,0.0,4900.0,50.0,31.0,19.0,0.0,4850.0,3073.0,1777.0
22003,gm. Trzebnica,trzebnicki,dolnośląskie,33,33,18455.0,18838.0,4462.0,13995.0,6.0,14001.0,37.0,323.0,6.0,1.0,0.0,0.0,0.0,5.0,13998.0,5.0,6.0,13992.0,127.0,71.0,56.0,0.0,13865.0,6848.0,7017.0
22004,gm. Wisznia Mała,trzebnicki,dolnośląskie,14,14,8660.0,9059.0,1580.0,7078.0,6.0,7084.0,11.0,158.0,6.0,0.0,0.0,0.0,0.0,6.0,7085.0,6.0,0.0,7085.0,79.0,40.0,39.0,0.0,7006.0,3328.0,3678.0
22005,gm. Zawonia,trzebnicki,dolnośląskie,5,5,4574.0,4700.0,1431.0,3143.0,0.0,3143.0,6.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,3143.0,0.0,0.0,3143.0,32.0,23.0,9.0,0.0,3111.0,1717.0,1394.0
22006,gm. Żmigród,trzebnicki,dolnośląskie,20,20,10837.0,10989.0,3614.0,7223.0,0.0,7223.0,15.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,7223.0,0.0,0.0,7223.0,48.0,28.0,20.0,0.0,7175.0,3912.0,3263.0
22101,m. Boguszów-Gorce,wałbrzyski,dolnośląskie,9,9,10525.0,10478.0,4403.0,6122.0,6.0,6128.0,12.0,97.0,6.0,0.0,0.0,0.0,0.0,6.0,6128.0,6.0,1.0,6127.0,66.0,36.0,30.0,0.0,6061.0,2488.0,3573.0
22102,m. Jedlina-Zdrój,wałbrzyski,dolnośląskie,5,5,3304.0,3327.0,1085.0,2219.0,3.0,2222.0,14.0,41.0,3.0,0.0,0.0,0.0,0.0,3.0,2222.0,3.0,1.0,2221.0,25.0,17.0,8.0,0.0,2196.0,819.0,1377.0
22103,m. Szczawno-Zdrój,wałbrzyski,dolnośląskie,5,5,4040.0,4129.0,908.0,3132.0,11.0,3143.0,15.0,221.0,11.0,4.0,0.0,0.0,0.0,7.0,3138.0,7.0,0.0,3138.0,34.0,16.0,18.0,0.0,3104.0,992.0,2112.0
22104,gm. Czarny Bór,wałbrzyski,dolnośląskie,6,6,3620.0,3761.0,1092.0,2528.0,0.0,2528.0,7.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2528.0,0.0,0.0,2528.0,30.0,18.0,12.0,0.0,2498.0,1311.0,1187.0
22105,gm. Głuszyca,wałbrzyski,dolnośląskie,6,6,6162.0,6196.0,2331.0,3831.0,0.0,3831.0,15.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3831.0,0.0,0.0,3831.0,40.0,23.0,17.0,0.0,3791.0,1619.0,2172.0
22106,gm. Mieroszów,wałbrzyski,dolnośląskie,9,9,4727.0,4740.0,1810.0,2917.0,0.0,2917.0,9.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,2917.0,0.0,0.0,2917.0,32.0,4.0,28.0,0.0,2885.0,1207.0,1678.0
22107,gm. Stare Bogaczowice,wałbrzyski,dolnośląskie,7,7,3255.0,3315.0,1017.0,2238.0,2.0,2240.0,9.0,39.0,2.0,0.0,0.0,0.0,0.0,2.0,2240.0,2.0,0.0,2240.0,18.0,9.0,9.0,0.0,2222.0,1014.0,1208.0
22108,gm. Walim,wałbrzyski,dolnośląskie,5,5,4144.0,4226.0,1472.0,2672.0,1.0,2673.0,6.0,80.0,1.0,0.0,0.0,0.0,0.0,1.0,2673.0,1.0,0.0,2673.0,29.0,15.0,14.0,0.0,2644.0,1218.0,1426.0
22201,gm. Brzeg Dolny,wołowski,dolnośląskie,12,12,11882.0,12110.0,3456.0,8426.0,8.0,8434.0,11.0,97.0,6.0,0.0,0.0,0.0,0.0,6.0,8432.0,6.0,0.0,8432.0,80.0,46.0,34.0,0.0,8352.0,4009.0,4343.0
22202,gm. Wińsko,wołowski,dolnośląskie,9,9,6170.0,6178.0,2193.0,3977.0,1.0,3978.0,19.0,40.0,1.0,0.0,0.0,0.0,0.0,1.0,3979.0,1.0,1.0,3978.0,39.0,15.0,24.0,0.0,3939.0,2790.0,1149.0
22203,gm. Wołów,wołowski,dolnośląskie,20,20,17753.0,17655.0,5799.0,11954.0,3.0,11957.0,30.0,210.0,3.0,0.0,0.0,0.0,0.0,3.0,11957.0,3.0,0.0,11957.0,110.0,55.0,55.0,0.0,11847.0,6198.0,5649.0
22301,gm. Czernica,wrocławski,dolnośląskie,9,9,15670.0,16875.0,1760.0,13909.0,3.0,13912.0,28.0,324.0,3.0,0.0,0.0,0.0,0.0,3.0,13912.0,3.0,0.0,13912.0,131.0,73.0,58.0,0.0,13781.0,5120.0,8661.0
22302,gm. Długołęka,wrocławski,dolnośląskie,30,30,28560.0,30102.0,4198.0,24361.0,11.0,24372.0,22.0,552.0,11.0,1.0,0.0,0.0,0.0,10.0,24369.0,10.0,2.0,24367.0,230.0,124.0,106.0,0.0,24137.0,9537.0,14600.0
22303,gm. Jordanów Śląski,wrocławski,dolnośląskie,3,3,2418.0,2490.0,576.0,1842.0,0.0,1842.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1842.0,0.0,1.0,1841.0,21.0,11.0,10.0,0.0,1820.0,1107.0,713.0
22304,gm. Kąty Wrocławskie,wrocławski,dolnośląskie,21,21,20190.0,20989.0,3828.0,16362.0,1.0,16363.0,19.0,330.0,1.0,0.0,0.0,0.0,0.0,1.0,16362.0,1.0,0.0,16362.0,143.0,72.0,71.0,0.0,16219.0,6835.0,9384.0
22305,gm. Kobierzyce,wrocławski,dolnośląskie,22,22,16515.0,17260.0,2720.0,13795.0,2.0,13797.0,14.0,324.0,2.0,0.0,0.0,0.0,0.0,2.0,13797.0,2.0,0.0,13797.0,114.0,69.0,45.0,0.0,13683.0,4975.0,8708.0
22306,gm. Mietków,wrocławski,dolnośląskie,8,8,2867.0,3027.0,738.0,2129.0,0.0,2129.0,5.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,2129.0,0.0,0.0,2129.0,22.0,14.0,8.0,0.0,2107.0,1156.0,951.0
22307,gm. Sobótka,wrocławski,dolnośląskie,8,8,9781.0,10401.0,2399.0,7382.0,5.0,7387.0,18.0,168.0,5.0,0.0,0.0,0.0,0.0,5.0,7386.0,5.0,0.0,7386.0,65.0,35.0,30.0,0.0,7321.0,3697.0,3624.0
22308,gm. Siechnice,wrocławski,dolnośląskie,20,20,19240.0,20427.0,2806.0,16434.0,9.0,16443.0,19.0,291.0,9.0,2.0,0.0,0.0,0.0,7.0,16439.0,6.0,0.0,16439.0,185.0,106.0,79.0,0.0,16254.0,6126.0,10128.0
22309,gm. Żórawina,wrocławski,dolnośląskie,12,12,9239.0,9816.0,1776.0,7463.0,2.0,7465.0,8.0,117.0,2.0,0.0,0.0,0.0,0.0,2.0,7465.0,2.0,0.0,7465.0,68.0,43.0,25.0,0.0,7397.0,3118.0,4279.0
22401,gm. Bardo,ząbkowicki,dolnośląskie,8,8,3783.0,3894.0,1241.0,2542.0,0.0,2542.0,8.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,2541.0,0.0,0.0,2541.0,29.0,21.0,8.0,0.0,2512.0,1275.0,1237.0
22402,gm. Ciepłowody,ząbkowicki,dolnośląskie,4,4,2201.0,2224.0,846.0,1355.0,0.0,1355.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1355.0,0.0,0.0,1355.0,12.0,4.0,8.0,0.0,1343.0,852.0,491.0
22403,gm. Kamieniec Ząbkowicki,ząbkowicki,dolnośląskie,10,10,5927.0,5961.0,2171.0,3756.0,3.0,3759.0,6.0,49.0,3.0,0.0,0.0,0.0,0.0,3.0,3759.0,3.0,0.0,3759.0,36.0,15.0,21.0,0.0,3723.0,1963.0,1760.0
22404,gm. Stoszowice,ząbkowicki,dolnośląskie,6,6,3949.0,3978.0,1576.0,2373.0,0.0,2373.0,14.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2373.0,0.0,0.0,2373.0,26.0,15.0,11.0,0.0,2347.0,1327.0,1020.0
22405,gm. Ząbkowice Śląskie,ząbkowicki,dolnośląskie,23,23,15743.0,15632.0,5638.0,10104.0,1.0,10105.0,36.0,213.0,1.0,0.0,0.0,0.0,0.0,1.0,10105.0,1.0,0.0,10105.0,92.0,48.0,44.0,0.0,10013.0,4964.0,5049.0
22406,gm. Ziębice,ząbkowicki,dolnośląskie,26,26,12483.0,12387.0,4844.0,7639.0,2.0,7641.0,22.0,114.0,2.0,0.0,0.0,0.0,0.0,2.0,7641.0,2.0,0.0,7641.0,65.0,29.0,36.0,0.0,7576.0,4419.0,3157.0
22407,gm. Złoty Stok,ząbkowicki,dolnośląskie,7,7,3240.0,3222.0,1229.0,2011.0,0.0,2011.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,0.0,0.0,2011.0,10.0,7.0,3.0,0.0,2001.0,1035.0,966.0
22501,m. Zawidów,zgorzelecki,dolnośląskie,2,2,2954.0,2943.0,1087.0,1867.0,0.0,1867.0,8.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1867.0,0.0,0.0,1867.0,22.0,17.0,5.0,0.0,1845.0,911.0,934.0
22502,m. Zgorzelec,zgorzelecki,dolnośląskie,20,20,21850.0,22429.0,6219.0,15631.0,17.0,15648.0,25.0,1077.0,17.0,2.0,0.0,0.0,0.0,15.0,15645.0,15.0,0.0,15645.0,108.0,47.0,61.0,0.0,15537.0,6611.0,8926.0
22503,gm. Bogatynia,zgorzelecki,dolnośląskie,28,28,16463.0,16351.0,6030.0,10430.0,2.0,10432.0,18.0,429.0,2.0,0.0,0.0,0.0,0.0,2.0,10435.0,2.0,0.0,10435.0,121.0,78.0,43.0,0.0,10314.0,5755.0,4559.0
22504,gm. Pieńsk,zgorzelecki,dolnośląskie,10,10,6364.0,6458.0,2517.0,3847.0,0.0,3847.0,6.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3847.0,0.0,0.0,3847.0,31.0,14.0,17.0,0.0,3816.0,1975.0,1841.0
22505,gm. Sulików,zgorzelecki,dolnośląskie,10,10,4459.0,4421.0,1626.0,2833.0,1.0,2834.0,6.0,37.0,1.0,0.0,0.0,0.0,0.0,1.0,2834.0,1.0,0.0,2834.0,31.0,19.0,12.0,0.0,2803.0,1802.0,1001.0
22506,gm. Węgliniec,zgorzelecki,dolnośląskie,10,10,5915.0,5952.0,2240.0,3675.0,0.0,3675.0,9.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,3674.0,0.0,0.0,3674.0,23.0,12.0,11.0,0.0,3651.0,1944.0,1707.0
22507,gm. Zgorzelec,zgorzelecki,dolnośląskie,17,17,6660.0,6879.0,2130.0,4530.0,0.0,4530.0,3.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,4530.0,0.0,0.0,4530.0,40.0,21.0,19.0,0.0,4490.0,2314.0,2176.0
22601,m. Wojcieszów,złotoryjski,dolnośląskie,3,3,2603.0,2624.0,1031.0,1572.0,0.0,1572.0,7.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,1572.0,0.0,0.0,1572.0,12.0,6.0,6.0,0.0,1560.0,663.0,897.0
22602,m. Złotoryja,złotoryjski,dolnośląskie,11,11,10954.0,10885.0,3583.0,7369.0,0.0,7369.0,13.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,7370.0,0.0,0.0,7370.0,50.0,26.0,24.0,0.0,7320.0,3181.0,4139.0
22603,gm. Pielgrzymka,złotoryjski,dolnośląskie,7,7,3303.0,3319.0,1263.0,2040.0,0.0,2040.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2040.0,0.0,0.0,2040.0,12.0,8.0,4.0,0.0,2028.0,1200.0,828.0
22604,gm. Świerzawa,złotoryjski,dolnośląskie,9,9,5429.0,5459.0,2191.0,3238.0,0.0,3238.0,9.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,3238.0,0.0,0.0,3238.0,30.0,11.0,19.0,0.0,3208.0,1668.0,1540.0
22605,gm. Zagrodno,złotoryjski,dolnośląskie,8,8,3813.0,3837.0,1343.0,2470.0,0.0,2470.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2470.0,0.0,0.0,2470.0,21.0,11.0,10.0,0.0,2449.0,1707.0,742.0
22606,gm. Złotoryja,złotoryjski,dolnośląskie,8,8,5134.0,5188.0,1599.0,3535.0,0.0,3535.0,9.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,3534.0,0.0,0.0,3534.0,29.0,12.0,17.0,0.0,3505.0,1918.0,1587.0
40101,m. Aleksandrów Kujawski,aleksandrowski,kujawsko-pomorskie,10,10,9173.0,9199.0,3128.0,6045.0,4.0,6049.0,17.0,170.0,4.0,2.0,0.0,0.0,0.0,2.0,6047.0,2.0,0.0,6047.0,67.0,30.0,37.0,0.0,5980.0,2753.0,3227.0
40102,m. Ciechocinek,aleksandrowski,kujawsko-pomorskie,9,9,10529.0,11197.0,1691.0,8839.0,3.0,8842.0,21.0,2769.0,3.0,1.0,0.0,0.0,0.0,2.0,8841.0,2.0,0.0,8841.0,72.0,35.0,37.0,0.0,8769.0,3773.0,4996.0
40103,m. Nieszawa,aleksandrowski,kujawsko-pomorskie,3,3,1451.0,1409.0,524.0,927.0,0.0,927.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,927.0,0.0,0.0,927.0,11.0,9.0,2.0,0.0,916.0,508.0,408.0
40104,gm. Aleksandrów Kujawski,aleksandrowski,kujawsko-pomorskie,17,17,9003.0,9001.0,3212.0,5791.0,1.0,5792.0,9.0,58.0,1.0,1.0,0.0,0.0,0.0,0.0,5791.0,0.0,0.0,5791.0,68.0,36.0,32.0,0.0,5723.0,3390.0,2333.0
40105,gm. Bądkowo,aleksandrowski,kujawsko-pomorskie,5,5,3173.0,3180.0,1035.0,2138.0,0.0,2138.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,2138.0,0.0,0.0,2138.0,17.0,11.0,6.0,0.0,2121.0,1481.0,640.0
40106,gm. Koneck,aleksandrowski,kujawsko-pomorskie,5,5,2389.0,2412.0,825.0,1564.0,0.0,1564.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1564.0,0.0,0.0,1564.0,5.0,2.0,3.0,0.0,1559.0,1112.0,447.0
40107,gm. Raciążek,aleksandrowski,kujawsko-pomorskie,5,5,2533.0,2513.0,902.0,1631.0,1.0,1632.0,8.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,1632.0,1.0,0.0,1632.0,12.0,7.0,5.0,0.0,1620.0,928.0,692.0
40108,gm. Waganiec,aleksandrowski,kujawsko-pomorskie,8,8,3341.0,3391.0,1115.0,2226.0,0.0,2226.0,10.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,2226.0,0.0,0.0,2226.0,16.0,12.0,4.0,0.0,2210.0,1587.0,623.0
40109,gm. Zakrzewo,aleksandrowski,kujawsko-pomorskie,6,6,2648.0,2648.0,988.0,1660.0,0.0,1660.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1660.0,0.0,0.0,1660.0,15.0,9.0,6.0,0.0,1645.0,1074.0,571.0
40201,m. Brodnica,brodnicki,kujawsko-pomorskie,16,16,19745.0,19845.0,6130.0,13615.0,4.0,13619.0,29.0,191.0,4.0,1.0,0.0,0.0,0.0,3.0,13617.0,3.0,0.0,13617.0,109.0,73.0,36.0,0.0,13508.0,6153.0,7355.0
40202,gm. Bobrowo,brodnicki,kujawsko-pomorskie,10,10,4690.0,4731.0,1725.0,2964.0,0.0,2964.0,6.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,2965.0,0.0,0.0,2965.0,17.0,8.0,9.0,0.0,2948.0,1936.0,1012.0
40203,gm. Brodnica,brodnicki,kujawsko-pomorskie,6,6,6656.0,6728.0,2202.0,4454.0,0.0,4454.0,5.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,4454.0,0.0,0.0,4454.0,39.0,20.0,19.0,0.0,4415.0,2387.0,2028.0
40204,gm. Brzozie,brodnicki,kujawsko-pomorskie,5,5,2783.0,2849.0,867.0,1916.0,2.0,1918.0,1.0,40.0,2.0,0.0,0.0,0.0,0.0,2.0,1918.0,2.0,0.0,1918.0,12.0,6.0,6.0,0.0,1906.0,1325.0,581.0
40205,gm. Górzno,brodnicki,kujawsko-pomorskie,6,6,2814.0,2874.0,955.0,1859.0,0.0,1859.0,6.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1859.0,0.0,0.0,1859.0,19.0,12.0,7.0,0.0,1840.0,1252.0,588.0
40206,gm. Bartniczka,brodnicki,kujawsko-pomorskie,7,7,3358.0,3445.0,1163.0,2195.0,1.0,2196.0,2.0,28.0,1.0,0.0,0.0,0.0,0.0,1.0,2196.0,1.0,0.0,2196.0,20.0,4.0,16.0,0.0,2176.0,1561.0,615.0
40207,gm. Jabłonowo Pomorskie,brodnicki,kujawsko-pomorskie,10,10,6412.0,6447.0,2633.0,3779.0,10.0,3789.0,6.0,71.0,10.0,0.0,0.0,0.0,0.0,10.0,3789.0,10.0,1.0,3788.0,32.0,18.0,14.0,0.0,3756.0,2385.0,1371.0
40208,gm. Osiek,brodnicki,kujawsko-pomorskie,3,3,2868.0,2937.0,1131.0,1737.0,1.0,1738.0,4.0,26.0,1.0,0.0,0.0,0.0,0.0,1.0,1736.0,1.0,0.0,1736.0,13.0,7.0,6.0,0.0,1723.0,1198.0,525.0
40209,gm. Świedziebnia,brodnicki,kujawsko-pomorskie,7,7,3736.0,3798.0,1478.0,2257.0,0.0,2257.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2258.0,0.0,0.0,2258.0,17.0,10.0,7.0,0.0,2241.0,1551.0,690.0
40210,gm. Zbiczno,brodnicki,kujawsko-pomorskie,6,6,3657.0,3883.0,1095.0,2562.0,0.0,2562.0,5.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,2562.0,0.0,0.0,2562.0,26.0,12.0,14.0,0.0,2536.0,1377.0,1159.0
40301,gm. Białe Błota,bydgoski,kujawsko-pomorskie,16,16,17761.0,18257.0,3423.0,14338.0,1.0,14339.0,19.0,186.0,1.0,0.0,0.0,0.0,0.0,1.0,14339.0,1.0,0.0,14339.0,117.0,67.0,50.0,0.0,14222.0,4843.0,9379.0
40302,gm. Dąbrowa Chełmińska,bydgoski,kujawsko-pomorskie,11,11,6407.0,6561.0,2094.0,4313.0,2.0,4315.0,4.0,78.0,1.0,0.0,0.0,0.0,0.0,1.0,4314.0,1.0,0.0,4314.0,40.0,22.0,18.0,0.0,4274.0,2063.0,2211.0
40303,gm. Dobrcz,bydgoski,kujawsko-pomorskie,14,14,9318.0,9572.0,2566.0,6752.0,2.0,6754.0,11.0,81.0,1.0,0.0,0.0,0.0,0.0,1.0,6753.0,1.0,0.0,6753.0,77.0,50.0,27.0,0.0,6676.0,3069.0,3607.0
