TERYT Gminy,Gmina,Powiat,Województwo,Liczba komisji,Liczba uwzględnionych komisji,Komisja otrzymała kart do głosowania,Liczba wyborców uprawnionych do głosowania,Nie wykorzystano kart do głosowania,"Liczba wyborców, którym wydano karty do głosowania w lokalu wyborczym","Liczba wyborców, którym wysłano pakiety wyborcze","Liczba wyborców, którym wydano karty do głosowania w lokalu wyborczym oraz w głosowaniu korespondencyjnym (łącznie)",Liczba wyborców głosujących przez pełnomocnika,Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania,Liczba otrzymanych kopert zwrotnych,"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu","Liczba kopert zwrotnych, w których oświadczenie nie było podpisane","Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania","Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania",Liczba kopert na kartę do głosowania wrzuconych do urny,Liczba kart wyjętych z urny,W tym liczba kart wyjętych z kopert na kartę do głosowania,Liczba kart nieważnych,Liczba kart ważnych,Liczba głosów nieważnych,W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów,W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata,W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata,Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów,NAWROCKI Karol Tadeusz,TRZASKOWSKI Rafał Kazimierz
160901,gm. Chrząstowice,opolski,opolskie,6,6,5416.0,5582.0,2070.0,3346.0,0.0,3346.0,4.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,3346.0,0.0,0.0,3346.0,42.0,14.0,28.0,0.0,3304.0,1137.0,2167.0
160902,gm. Dąbrowa,opolski,opolskie,11,11,6325.0,6387.0,2295.0,4029.0,0.0,4029.0,5.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,4030.0,0.0,0.0,4030.0,38.0,22.0,16.0,0.0,3992.0,1681.0,2311.0
160903,gm. Dobrzeń Wielki,opolski,opolskie,6,6,7177.0,7286.0,3000.0,4178.0,0.0,4178.0,7.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,4178.0,0.0,0.0,4178.0,46.0,18.0,28.0,0.0,4132.0,1394.0,2738.0
160904,gm. Komprachcice,opolski,opolskie,7,7,6915.0,7073.0,2815.0,4100.0,1.0,4101.0,3.0,62.0,1.0,0.0,0.0,0.0,0.0,1.0,4101.0,1.0,0.0,4101.0,46.0,27.0,19.0,0.0,4055.0,1463.0,2592.0
160905,gm. Łubniany,opolski,opolskie,9,9,7609.0,7777.0,3080.0,4529.0,3.0,4532.0,6.0,53.0,3.0,1.0,0.0,0.0,0.0,2.0,4531.0,2.0,0.0,4531.0,45.0,27.0,18.0,0.0,4486.0,1519.0,2967.0
160906,gm. Murów,opolski,opolskie,8,8,3977.0,4041.0,1931.0,2046.0,2.0,2048.0,0.0,21.0,2.0,0.0,0.0,0.0,0.0,2.0,2048.0,2.0,0.0,2048.0,19.0,9.0,10.0,0.0,2029.0,868.0,1161.0
160907,gm. Niemodlin,opolski,opolskie,15,15,9517.0,9578.0,3524.0,5993.0,4.0,5997.0,3.0,65.0,4.0,0.0,0.0,0.0,0.0,4.0,5997.0,4.0,0.0,5997.0,48.0,30.0,18.0,0.0,5949.0,3338.0,2611.0
160908,gm. Ozimek,opolski,opolskie,17,17,14279.0,14452.0,6386.0,7893.0,3.0,7896.0,18.0,122.0,3.0,0.0,0.0,0.0,0.0,3.0,7896.0,3.0,0.0,7896.0,67.0,39.0,28.0,0.0,7829.0,3234.0,4595.0
160909,gm. Popielów,opolski,opolskie,12,12,6071.0,6113.0,2724.0,3347.0,1.0,3348.0,5.0,30.0,1.0,0.0,0.0,0.0,0.0,1.0,3348.0,1.0,0.0,3348.0,27.0,10.0,17.0,0.0,3321.0,1451.0,1870.0
160910,gm. Prószków,opolski,opolskie,15,15,7051.0,7028.0,2940.0,4111.0,0.0,4111.0,7.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,4111.0,0.0,0.0,4111.0,38.0,23.0,15.0,0.0,4073.0,1641.0,2432.0
160911,gm. Tarnów Opolski,opolski,opolskie,10,10,7175.0,7210.0,2934.0,4241.0,0.0,4241.0,5.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,4241.0,0.0,0.0,4241.0,62.0,35.0,27.0,0.0,4179.0,1787.0,2392.0
160912,gm. Tułowice,opolski,opolskie,6,6,3861.0,3829.0,1295.0,2566.0,0.0,2566.0,12.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,2566.0,0.0,0.0,2566.0,17.0,12.0,5.0,0.0,2549.0,1361.0,1188.0
160913,gm. Turawa,opolski,opolskie,13,13,7807.0,8091.0,3073.0,4734.0,1.0,4735.0,10.0,136.0,1.0,0.0,0.0,0.0,0.0,1.0,4735.0,1.0,0.0,4735.0,62.0,30.0,32.0,0.0,4673.0,1687.0,2986.0
161001,gm. Biała,prudnicki,opolskie,19,19,7885.0,7944.0,3811.0,4074.0,1.0,4075.0,3.0,22.0,1.0,0.0,0.0,0.0,0.0,1.0,4075.0,1.0,0.0,4075.0,32.0,22.0,10.0,0.0,4043.0,2151.0,1892.0
161002,gm. Głogówek,prudnicki,opolskie,20,20,9770.0,9712.0,4596.0,5174.0,1.0,5175.0,12.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,5174.0,0.0,0.0,5174.0,45.0,26.0,19.0,0.0,5129.0,2652.0,2477.0
161003,gm. Lubrza,prudnicki,opolskie,9,9,3229.0,3158.0,1192.0,2037.0,0.0,2037.0,7.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,2037.0,0.0,0.0,2037.0,15.0,7.0,8.0,0.0,2022.0,1228.0,794.0
161004,gm. Prudnik,prudnicki,opolskie,27,27,19233.0,18816.0,7154.0,12079.0,5.0,12084.0,42.0,202.0,5.0,0.0,0.0,0.0,0.0,5.0,12084.0,5.0,0.0,12084.0,88.0,52.0,36.0,0.0,11996.0,6730.0,5266.0
161101,gm. Izbicko,strzelecki,opolskie,9,9,4076.0,4101.0,1814.0,2262.0,0.0,2262.0,10.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,2262.0,0.0,0.0,2262.0,20.0,11.0,9.0,0.0,2242.0,965.0,1277.0
161102,gm. Jemielnica,strzelecki,opolskie,9,9,5672.0,5728.0,2716.0,2956.0,0.0,2956.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,2956.0,0.0,0.0,2956.0,31.0,16.0,15.0,0.0,2925.0,1535.0,1390.0
161103,gm. Kolonowskie,strzelecki,opolskie,6,6,4418.0,4488.0,2168.0,2250.0,0.0,2250.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,2250.0,0.0,0.0,2250.0,15.0,5.0,10.0,0.0,2235.0,946.0,1289.0
161104,gm. Leśnica,strzelecki,opolskie,10,10,5712.0,5677.0,2514.0,3198.0,0.0,3198.0,8.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,3198.0,0.0,0.0,3198.0,56.0,30.0,26.0,0.0,3142.0,1542.0,1600.0
161105,gm. Strzelce Opolskie,strzelecki,opolskie,33,33,23490.0,23087.0,9582.0,13909.0,4.0,13913.0,19.0,140.0,4.0,0.0,0.0,0.0,0.0,4.0,13912.0,4.0,0.0,13912.0,130.0,71.0,59.0,0.0,13782.0,5689.0,8093.0
161106,gm. Ujazd,strzelecki,opolskie,9,9,4828.0,4828.0,2055.0,2773.0,0.0,2773.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,2773.0,0.0,0.0,2773.0,24.0,10.0,14.0,0.0,2749.0,1512.0,1237.0
161107,gm. Zawadzkie,strzelecki,opolskie,5,5,8131.0,8211.0,3593.0,4537.0,3.0,4540.0,13.0,40.0,3.0,0.0,0.0,0.0,0.0,3.0,4541.0,3.0,0.0,4541.0,48.0,20.0,28.0,0.0,4493.0,2567.0,1926.0
180103,gm. Czarna,bieszczadzki,podkarpackie,5,5,1810.0,1831.0,641.0,1169.0,0.0,1169.0,6.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1169.0,0.0,0.0,1169.0,12.0,8.0,4.0,0.0,1157.0,833.0,324.0
180105,gm. Lutowiska,bieszczadzki,podkarpackie,4,4,1739.0,1839.0,529.0,1210.0,0.0,1210.0,6.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,1210.0,0.0,0.0,1210.0,16.0,11.0,5.0,0.0,1194.0,688.0,506.0
180108,gm. Ustrzyki Dolne,bieszczadzki,podkarpackie,28,28,12942.0,12684.0,5010.0,7932.0,1.0,7933.0,14.0,210.0,1.0,0.0,0.0,0.0,0.0,1.0,7933.0,1.0,0.0,7933.0,60.0,25.0,35.0,0.0,7873.0,4822.0,3051.0
180201,gm. Brzozów,brzozowski,podkarpackie,17,17,20039.0,19622.0,6939.0,13100.0,6.0,13106.0,53.0,184.0,6.0,1.0,0.0,0.0,0.0,5.0,13105.0,5.0,1.0,13104.0,60.0,27.0,33.0,0.0,13044.0,10196.0,2848.0
180202,gm. Domaradz,brzozowski,podkarpackie,6,6,4509.0,4536.0,1311.0,3198.0,3.0,3201.0,5.0,35.0,3.0,0.0,0.0,0.0,0.0,3.0,3201.0,3.0,0.0,3201.0,16.0,10.0,6.0,0.0,3185.0,2804.0,381.0
180203,gm. Dydnia,brzozowski,podkarpackie,12,12,5951.0,5995.0,2090.0,3861.0,2.0,3863.0,4.0,33.0,2.0,0.0,0.0,0.0,0.0,2.0,3863.0,2.0,0.0,3863.0,20.0,3.0,17.0,0.0,3843.0,3267.0,576.0
180204,gm. Haczów,brzozowski,podkarpackie,8,8,6900.0,6806.0,2148.0,4752.0,0.0,4752.0,37.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,4751.0,0.0,0.0,4751.0,30.0,18.0,12.0,0.0,4721.0,3744.0,977.0
180205,gm. Jasienica Rosielna,brzozowski,podkarpackie,5,5,5783.0,5765.0,1455.0,4328.0,1.0,4329.0,30.0,58.0,1.0,0.0,0.0,0.0,0.0,1.0,4329.0,1.0,0.0,4329.0,39.0,19.0,20.0,0.0,4290.0,3749.0,541.0
180206,gm. Nozdrzec,brzozowski,podkarpackie,11,11,5943.0,5985.0,2003.0,3940.0,2.0,3942.0,6.0,50.0,2.0,0.0,0.0,0.0,0.0,2.0,3942.0,2.0,0.0,3942.0,28.0,18.0,10.0,0.0,3914.0,3195.0,719.0
180301,m. Dębica,dębicki,podkarpackie,24,24,33354.0,32958.0,9625.0,23729.0,22.0,23751.0,56.0,337.0,20.0,0.0,0.0,0.0,0.0,20.0,23748.0,20.0,0.0,23748.0,203.0,101.0,102.0,0.0,23545.0,14617.0,8928.0
180302,gm. Brzostek,dębicki,podkarpackie,20,20,9726.0,9742.0,3024.0,6702.0,3.0,6705.0,19.0,88.0,3.0,0.0,0.0,0.0,0.0,3.0,6705.0,3.0,0.0,6705.0,36.0,19.0,17.0,0.0,6669.0,5744.0,925.0
180303,gm. Czarna,dębicki,podkarpackie,15,15,9849.0,9985.0,2720.0,7129.0,1.0,7130.0,36.0,52.0,1.0,0.0,0.0,0.0,0.0,1.0,7130.0,1.0,0.0,7130.0,50.0,26.0,24.0,0.0,7080.0,5585.0,1495.0
180304,gm. Dębica,dębicki,podkarpackie,22,22,19270.0,19253.0,5699.0,13571.0,3.0,13574.0,24.0,115.0,3.0,0.0,0.0,0.0,0.0,3.0,13574.0,3.0,0.0,13574.0,85.0,50.0,35.0,0.0,13489.0,10419.0,3070.0
180305,gm. Jodłowa,dębicki,podkarpackie,6,6,3979.0,3999.0,1329.0,2650.0,0.0,2650.0,8.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2650.0,0.0,0.0,2650.0,21.0,6.0,15.0,0.0,2629.0,2259.0,370.0
180306,gm. Pilzno,dębicki,podkarpackie,17,17,13878.0,13890.0,3895.0,9983.0,0.0,9983.0,26.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,9983.0,0.0,0.0,9983.0,65.0,42.0,23.0,0.0,9918.0,8273.0,1645.0
180307,gm. Żyraków,dębicki,podkarpackie,14,14,10934.0,11054.0,2874.0,8060.0,2.0,8062.0,28.0,76.0,2.0,0.0,0.0,0.0,0.0,2.0,8062.0,2.0,0.0,8062.0,51.0,27.0,24.0,0.0,8011.0,6440.0,1571.0
180401,m. Jarosław,jarosławski,podkarpackie,23,23,27610.0,27154.0,9227.0,18380.0,17.0,18397.0,46.0,433.0,17.0,1.0,0.0,0.0,0.0,16.0,18396.0,16.0,1.0,18395.0,129.0,64.0,65.0,0.0,18266.0,11212.0,7054.0
180402,m. Radymno,jarosławski,podkarpackie,3,3,3905.0,3835.0,1350.0,2555.0,0.0,2555.0,8.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,2554.0,0.0,0.0,2554.0,12.0,5.0,7.0,0.0,2542.0,1815.0,727.0
180403,gm. Chłopice,jarosławski,podkarpackie,7,7,4161.0,4144.0,1432.0,2729.0,1.0,2730.0,10.0,19.0,1.0,0.0,0.0,0.0,0.0,1.0,2730.0,1.0,0.0,2730.0,15.0,3.0,12.0,0.0,2715.0,2296.0,419.0
180404,gm. Jarosław,jarosławski,podkarpackie,12,12,9883.0,9868.0,3210.0,6673.0,1.0,6674.0,16.0,85.0,1.0,0.0,0.0,0.0,0.0,1.0,6674.0,1.0,0.0,6674.0,50.0,29.0,21.0,0.0,6624.0,5180.0,1444.0
180405,gm. Laszki,jarosławski,podkarpackie,12,12,5155.0,5023.0,1892.0,3263.0,0.0,3263.0,7.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,3263.0,0.0,0.0,3263.0,37.0,26.0,11.0,0.0,3226.0,2675.0,551.0
180406,gm. Pawłosiów,jarosławski,podkarpackie,10,10,6424.0,6345.0,2001.0,4423.0,2.0,4425.0,5.0,46.0,2.0,0.0,0.0,0.0,0.0,2.0,4425.0,2.0,0.0,4425.0,27.0,12.0,15.0,0.0,4398.0,3256.0,1142.0
180407,gm. Pruchnik,jarosławski,podkarpackie,11,11,7280.0,7263.0,2137.0,5143.0,0.0,5143.0,22.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,5143.0,0.0,0.0,5143.0,31.0,15.0,16.0,0.0,5112.0,4464.0,648.0
180408,gm. Radymno,jarosławski,podkarpackie,14,14,8474.0,8417.0,2885.0,5589.0,0.0,5589.0,17.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,5589.0,0.0,0.0,5589.0,35.0,20.0,15.0,0.0,5554.0,4717.0,837.0
180409,gm. Rokietnica,jarosławski,podkarpackie,5,5,3234.0,3217.0,1156.0,2078.0,0.0,2078.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2077.0,0.0,0.0,2077.0,25.0,7.0,18.0,0.0,2052.0,1762.0,290.0
180410,gm. Roźwienica,jarosławski,podkarpackie,12,12,4726.0,4727.0,1519.0,3207.0,4.0,3211.0,13.0,37.0,4.0,0.0,0.0,0.0,0.0,4.0,3211.0,4.0,0.0,3211.0,15.0,9.0,6.0,0.0,3196.0,2614.0,582.0
180411,gm. Wiązownica,jarosławski,podkarpackie,11,11,8949.0,8980.0,2621.0,6329.0,3.0,6332.0,15.0,122.0,3.0,0.0,0.0,0.0,0.0,3.0,6332.0,3.0,0.0,6332.0,39.0,17.0,22.0,0.0,6293.0,5207.0,1086.0
180501,m. Jasło,jasielski,podkarpackie,28,28,25929.0,25237.0,8654.0,17275.0,10.0,17285.0,62.0,230.0,10.0,1.0,0.0,0.0,0.0,9.0,17284.0,9.0,0.0,17284.0,174.0,93.0,81.0,0.0,17110.0,10371.0,6739.0
180502,gm. Brzyska,jasielski,podkarpackie,9,9,4951.0,4963.0,1500.0,3451.0,0.0,3451.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3451.0,0.0,0.0,3451.0,21.0,10.0,11.0,0.0,3430.0,3016.0,414.0
180503,gm. Dębowiec,jasielski,podkarpackie,11,11,6803.0,6697.0,2235.0,4568.0,0.0,4568.0,15.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,4567.0,0.0,0.0,4567.0,25.0,11.0,14.0,0.0,4542.0,3728.0,814.0
180504,gm. Jasło,jasielski,podkarpackie,22,22,12624.0,12442.0,3798.0,8826.0,1.0,8827.0,13.0,61.0,1.0,0.0,0.0,0.0,0.0,1.0,8827.0,1.0,0.0,8827.0,53.0,24.0,29.0,0.0,8774.0,6771.0,2003.0
180505,gm. Kołaczyce,jasielski,podkarpackie,8,8,6764.0,6815.0,1941.0,4822.0,1.0,4823.0,13.0,46.0,1.0,0.0,0.0,0.0,0.0,1.0,4824.0,1.0,0.0,4824.0,40.0,20.0,20.0,0.0,4784.0,4051.0,733.0
180506,gm. Krempna,jasielski,podkarpackie,5,5,1398.0,1411.0,549.0,849.0,0.0,849.0,3.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,849.0,0.0,0.0,849.0,8.0,4.0,4.0,0.0,841.0,631.0,210.0
180507,gm. Nowy Żmigród,jasielski,podkarpackie,14,14,6810.0,6795.0,2204.0,4606.0,0.0,4606.0,14.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,4606.0,0.0,0.0,4606.0,36.0,18.0,18.0,0.0,4570.0,3856.0,714.0
180508,gm. Osiek Jasielski,jasielski,podkarpackie,8,8,4084.0,4022.0,1414.0,2670.0,0.0,2670.0,14.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,2670.0,0.0,0.0,2670.0,26.0,14.0,12.0,0.0,2644.0,2290.0,354.0
180509,gm. Skołyszyn,jasielski,podkarpackie,12,12,9444.0,9382.0,3019.0,6425.0,5.0,6430.0,3.0,36.0,5.0,0.0,0.0,0.0,0.0,5.0,6430.0,5.0,0.0,6430.0,50.0,31.0,19.0,0.0,6380.0,4918.0,1462.0
180511,gm. Tarnowiec,jasielski,podkarpackie,10,10,7035.0,6985.0,2261.0,4774.0,2.0,4776.0,20.0,42.0,2.0,0.0,0.0,0.0,0.0,2.0,4776.0,2.0,0.0,4776.0,23.0,9.0,14.0,0.0,4753.0,3777.0,976.0
180601,gm. Cmolas,kolbuszowski,podkarpackie,9,9,6217.0,6087.0,2023.0,4194.0,0.0,4194.0,11.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,4194.0,0.0,0.0,4194.0,25.0,12.0,13.0,0.0,4169.0,3591.0,578.0
180602,gm. Kolbuszowa,kolbuszowski,podkarpackie,24,24,18915.0,18507.0,6624.0,12291.0,4.0,12295.0,31.0,110.0,4.0,1.0,0.0,0.0,0.0,3.0,12293.0,3.0,0.0,12293.0,99.0,54.0,45.0,0.0,12194.0,8985.0,3209.0
180603,gm. Majdan Królewski,kolbuszowski,podkarpackie,8,8,7474.0,7309.0,2765.0,4709.0,0.0,4709.0,11.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,4709.0,0.0,0.0,4709.0,36.0,17.0,19.0,0.0,4673.0,3981.0,692.0
180604,gm. Niwiska,kolbuszowski,podkarpackie,9,9,4663.0,4595.0,1529.0,3134.0,0.0,3134.0,6.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,3134.0,0.0,0.0,3134.0,17.0,10.0,7.0,0.0,3117.0,2621.0,496.0
180605,gm. Raniżów,kolbuszowski,podkarpackie,9,9,5371.0,5268.0,1723.0,3648.0,0.0,3648.0,20.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,3648.0,0.0,0.0,3648.0,28.0,15.0,13.0,0.0,3620.0,3071.0,549.0
180606,gm. Dzikowiec,kolbuszowski,podkarpackie,7,7,4907.0,4797.0,1928.0,2979.0,1.0,2980.0,13.0,31.0,1.0,0.0,0.0,0.0,0.0,1.0,2980.0,1.0,0.0,2980.0,25.0,9.0,16.0,0.0,2955.0,2514.0,441.0
180701,gm. Chorkówka,krośnieński,podkarpackie,14,14,10286.0,10285.0,3338.0,6948.0,1.0,6949.0,23.0,48.0,1.0,0.0,0.0,0.0,0.0,1.0,6949.0,1.0,0.0,6949.0,44.0,19.0,25.0,0.0,6905.0,5355.0,1550.0
180702,gm. Dukla,krośnieński,podkarpackie,15,15,10773.0,10814.0,3635.0,7138.0,7.0,7145.0,15.0,163.0,6.0,0.0,0.0,0.0,0.0,6.0,7143.0,6.0,0.0,7143.0,47.0,22.0,25.0,0.0,7096.0,5358.0,1738.0
180703,gm. Iwonicz-Zdrój,krośnieński,podkarpackie,7,7,8935.0,8935.0,2443.0,6492.0,0.0,6492.0,20.0,878.0,0.0,0.0,0.0,0.0,0.0,0.0,6492.0,0.0,0.0,6492.0,34.0,18.0,16.0,0.0,6458.0,4794.0,1664.0
180704,gm. Jedlicze,krośnieński,podkarpackie,18,18,11523.0,11464.0,3938.0,7585.0,2.0,7587.0,23.0,62.0,2.0,0.0,0.0,0.0,0.0,2.0,7587.0,2.0,0.0,7587.0,46.0,21.0,25.0,0.0,7541.0,5421.0,2120.0
180705,gm. Korczyna,krośnieński,podkarpackie,10,10,8475.0,8532.0,2389.0,6086.0,3.0,6089.0,15.0,122.0,3.0,0.0,0.0,0.0,0.0,3.0,6088.0,3.0,1.0,6087.0,39.0,20.0,19.0,0.0,6048.0,4565.0,1483.0
180706,gm. Krościenko Wyżne,krośnieński,podkarpackie,4,4,4199.0,4129.0,1266.0,2933.0,3.0,2936.0,14.0,20.0,3.0,1.0,0.0,0.0,0.0,2.0,2935.0,2.0,0.0,2935.0,20.0,14.0,6.0,0.0,2915.0,2175.0,740.0
180707,gm. Miejsce Piastowe,krośnieński,podkarpackie,9,9,10321.0,10301.0,3106.0,7215.0,27.0,7242.0,22.0,123.0,27.0,1.0,0.0,0.0,0.0,26.0,7241.0,26.0,0.0,7241.0,58.0,21.0,37.0,0.0,7183.0,5144.0,2039.0
180708,gm. Rymanów,krośnieński,podkarpackie,17,17,13038.0,12452.0,4159.0,8879.0,4.0,8883.0,19.0,547.0,4.0,0.0,0.0,0.0,0.0,4.0,8882.0,4.0,0.0,8882.0,64.0,35.0,29.0,0.0,8818.0,6548.0,2270.0
180709,gm. Wojaszówka,krośnieński,podkarpackie,11,11,7094.0,7120.0,2409.0,4685.0,1.0,4686.0,5.0,34.0,1.0,0.0,0.0,0.0,0.0,1.0,4686.0,1.0,0.0,4686.0,42.0,17.0,25.0,0.0,4644.0,3409.0,1235.0
180710,gm. Jaśliska,krośnieński,podkarpackie,5,5,1896.0,1893.0,658.0,1238.0,0.0,1238.0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1238.0,0.0,0.0,1238.0,11.0,3.0,8.0,0.0,1227.0,878.0,349.0
180801,m. Leżajsk,leżajski,podkarpackie,9,9,10255.0,9865.0,3546.0,6708.0,0.0,6708.0,24.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,6708.0,0.0,0.0,6708.0,51.0,29.0,22.0,0.0,6657.0,4356.0,2301.0
180802,gm. Grodzisko Dolne,leżajski,podkarpackie,7,7,6037.0,6015.0,1894.0,4143.0,0.0,4143.0,7.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,4142.0,0.0,0.0,4142.0,34.0,15.0,19.0,0.0,4108.0,3480.0,628.0
180803,gm. Kuryłówka,leżajski,podkarpackie,9,9,4180.0,4174.0,1419.0,2761.0,0.0,2761.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,2761.0,0.0,0.0,2761.0,33.0,17.0,16.0,0.0,2728.0,2286.0,442.0
180804,gm. Leżajsk,leżajski,podkarpackie,16,16,15178.0,14982.0,5040.0,10138.0,3.0,10141.0,14.0,108.0,3.0,0.0,0.0,0.0,0.0,3.0,10141.0,3.0,0.0,10141.0,67.0,36.0,31.0,0.0,10074.0,8541.0,1533.0
180805,gm. Nowa Sarzyna,leżajski,podkarpackie,17,17,15999.0,15577.0,5145.0,10854.0,2.0,10856.0,27.0,146.0,2.0,0.0,0.0,0.0,0.0,2.0,10856.0,2.0,0.0,10856.0,52.0,25.0,27.0,0.0,10804.0,9148.0,1656.0
180901,m. Lubaczów,lubaczowski,podkarpackie,8,8,9057.0,8779.0,3210.0,5847.0,1.0,5848.0,22.0,103.0,1.0,0.0,0.0,0.0,0.0,1.0,5848.0,1.0,0.0,5848.0,41.0,23.0,18.0,0.0,5807.0,3515.0,2292.0
180902,gm. Cieszanów,lubaczowski,podkarpackie,10,10,5369.0,5260.0,2176.0,3193.0,0.0,3193.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3193.0,0.0,0.0,3193.0,22.0,7.0,15.0,0.0,3171.0,2403.0,768.0
180903,gm. Horyniec-Zdrój,lubaczowski,podkarpackie,8,8,3472.0,3721.0,1107.0,2365.0,0.0,2365.0,7.0,346.0,0.0,0.0,0.0,0.0,0.0,0.0,2365.0,0.0,0.0,2365.0,25.0,10.0,15.0,0.0,2340.0,1600.0,740.0
180904,gm. Lubaczów,lubaczowski,podkarpackie,11,11,7023.0,6937.0,2519.0,4504.0,0.0,4504.0,10.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,4504.0,0.0,0.0,4504.0,30.0,15.0,15.0,0.0,4474.0,3549.0,925.0
180905,gm. Narol,lubaczowski,podkarpackie,9,9,6036.0,5912.0,2391.0,3645.0,0.0,3645.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,3645.0,0.0,0.0,3645.0,24.0,13.0,11.0,0.0,3621.0,2773.0,848.0
180906,gm. Oleszyce,lubaczowski,podkarpackie,8,8,4729.0,4620.0,1678.0,3051.0,0.0,3051.0,8.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,3051.0,0.0,0.0,3051.0,26.0,16.0,10.0,0.0,3025.0,2236.0,789.0
180907,gm. Stary Dzików,lubaczowski,podkarpackie,6,6,3187.0,3134.0,1211.0,1976.0,0.0,1976.0,9.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1976.0,0.0,0.0,1976.0,8.0,3.0,5.0,0.0,1968.0,1622.0,346.0
180908,gm. Wielkie Oczy,lubaczowski,podkarpackie,7,7,2792.0,2784.0,935.0,1856.0,0.0,1856.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1857.0,0.0,0.0,1857.0,10.0,8.0,2.0,0.0,1847.0,1507.0,340.0
181001,m. Łańcut,łańcucki,podkarpackie,15,15,13594.0,13643.0,3743.0,9851.0,9.0,9860.0,24.0,209.0,9.0,0.0,0.0,0.0,0.0,9.0,9859.0,9.0,0.0,9859.0,75.0,42.0,33.0,0.0,9784.0,6153.0,3631.0
181002,gm. Białobrzegi,łańcucki,podkarpackie,5,5,6518.0,6596.0,1888.0,4630.0,0.0,4630.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,4630.0,0.0,0.0,4630.0,31.0,18.0,13.0,0.0,4599.0,3683.0,916.0
181003,gm. Czarna,łańcucki,podkarpackie,8,8,8825.0,8980.0,2199.0,6626.0,0.0,6626.0,13.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,6624.0,0.0,0.0,6624.0,54.0,31.0,23.0,0.0,6570.0,5302.0,1268.0
181004,gm. Łańcut,łańcucki,podkarpackie,13,13,16334.0,16570.0,4115.0,12219.0,15.0,12234.0,26.0,119.0,15.0,0.0,0.0,0.0,0.0,15.0,12234.0,15.0,0.0,12234.0,90.0,44.0,46.0,0.0,12144.0,9525.0,2619.0
181005,gm. Markowa,łańcucki,podkarpackie,4,4,4839.0,4861.0,1227.0,3612.0,0.0,3612.0,12.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,3612.0,0.0,0.0,3612.0,27.0,16.0,11.0,0.0,3585.0,2970.0,615.0
